komentar,sentimen
"Aplikasi ini sangat membantu sekali,memudah kan saya membeli makan ga perlu harus antri",positif
Aplikasi ini sangat membantu sekali. Kebutuhan menjadi instan didapatkan tanpa perlu keluar rumah.,positif
"Aplikasi ini sangat membantu,jadi kita tidak perlu keluar rumah pokok nya nice deh aplikasi ini",positif
aplikasi ini sangat membatu saya untuk lebih capat lagi berangkat kerja,positif
Aplikasi ini sangat memuaskan saya bsa bisa pesan tanpa harus cape cape pergi kesana ke sini,positif
Aplikasi ini sangat mudah digunakan terutama untuk ibu-ibu. Harga terjangkau dan mendapatkan kenyamanan,positif
Aplikasi ini semakin hari semakin lengkap fiturnya ada baiknya yang belum download segeralah untuk menggunakannya.,positif
Aplikasi ini sngat membantu,positif
"Aplikasi ini sngt membantu sy,pa lgi klo sy pngen mkn enak tpi mager",positif
Aplikasi jasa terbaik..,positif
"Aplikasi karya anak bangsa tp merugikan bangsa, terutama mitra nya",positif
"Aplikasi karya anak bangsa yang sangat bermanfaat untuk semua orang, terutama mampu menciptakan lapangan kerja dan menggerakan roda perekonomian Indonesia. Terima kasih founder",positif
Aplikasi Karya Anak Bangsa!!,positif
"Aplikasi keren, suka banget setia setiap saat. Cuma minta tolong lebih tekankan lagi kepada driver di saat musim hujan seperti ini haru membawa jas huja untuk customer. Terimakasih",positif
Aplikasi lengkap. Memudahkan segala aktifitas. Gojek is the best aplikasi Indonesia,positif
aplikasi mantap. bikin mempermudah hidup kita,positif
Aplikasi mantaps terus apdate dan dukung terus karya anak bangsa indonesia,positif
aplikasi mantap... sanggat profesional dan membantu disaat kita aktifitas..,positif
Aplikasi membatu beli maknan sekarang ga perlu keluar lagi makasih Gojek,positif
Aplikasi memberikan pelayanan terbaik untuk kita semua,positif
Aplikasi menjanjikan Sip deh pokok nya,positif
"Aplikasi msh kadang eror, driver udah sampe / jalan tetep ga mau jalan di aplikasi. Mohon lebih di tingkatkan. Trmksh",positif
Aplikasi ngga pake ribet dan cepet,positif
Aplikasi nya bagus banget Tapi tolong untuk beli pulsa jangan hanya telkomsel aja buat lah XL atau gk Axis ya Terima kasih Gojek,positif
"Aplikasi nya bagus kalau bosan di rumah untuk keluar beli makanan tinggal pesan pesanan nya cepat sampai dan terpercaya bisa bayar juga menggunakan gopay dan bisa pesan atau bayar yang lain . dan murah ada juga diskon nya dan voucer,chasback.pokonya mantap",positif
Aplikasi nya bagus membantu orang banyak... Tapi sy Heran dgn aplikasi driver saya.. Sudah mau 2 bln ini... Susah dpt orderan dari semua jenis layanan yg di tentukan gojek.. Sprti GOSEND..GOFOOD.. GORIDE DLL. satu pun tdk masuk dr pagi sampai malam dari versi 4.11.1 hingga saat ini versi 4.13.0 sang...Ulasan Lengkap,positif
"Aplikasi nya sangat membantu, saya sangat berterimakasih sekali dengan aplikasi dan mas ojol nya membuat saya bisa kemanapun tanpa tersesat dan pesen makanan kapanpun disaat lapar.",positif
"Aplikasi recommended,tidak bertele tele, bagus..berbagai pesanan mudah, simple,banyak promo, customer service sigap,juooossss",positif
Aplikasi sangat bagus aku sangat senang ada goojek I love you,positif
Aplikasi sangat membantu kelancaran aktivitas setiap hari.,positif
Aplikasi sangat membantu sehari-hari pertahankan Nice,positif
"Aplikasi sangat membantu untuk kita"" Yg males keluar cari makan",positif
"Aplikasi sangat membantu,tapi ini kenapa jadi ongkir buat gofoodnya naik drastis yaa bikin kantong anak kos meringis nih huhu",positif
Aplikasi sangat membantu.. Jaya karya anak bangsa.. Jangan produk luar yg dibanggakan,positif
Aplikasi sangat rekomendet .. Tapi pertanyaan saya .. kenapa aplikasi saya masih belum juga mendapatkan paylater s.d saat ini .. mohon dibantu dan di chek kredibelitas saya di aplikasi saya .. terima kasih.,positif
"Aplikasi saya ga bisa dari td malam. Mau order sampe pagi ini juga ga bisa..servernya lg diperbaiki infonya.. padahal suami saya border, bisa. Tolong dibantu. Krn gopay saya msh 100k di dalam",positif
Aplikasi saya kenpa pas udh nulis tujuan tiba tiba keluar sendiri ya?,positif
Aplikasi serba guna tapi sayang buat isi token listrik belum ada .,positif
Aplikasi serbaguna bagi pekerja keras yang mengutamakan waktu lebih bermanfaat,positif
Aplikasi sering muter muter kalaw pesan orderan. Sama voucher food ga ada. Pengen order jadi mikir 2 kali,positif
Aplikasi sngt bagus dn bermanfaat bg semua untuk kseluruhnnya ditingkatkan saja ya..,positif
"Aplikasi taik, kenapa gua ga bisa login, taik emang, tau lagi mau pesen makan",positif
Aplikasi terbaik dalam hidup saya... serasa ga bisa hidup tanpa gojek... LONG LIVE GOJEK!!!!,positif
Aplikasi terbaik yg sangat membantu. Terus tingkatkan pelayanan,positif
Aplikasi terbaru sangat simple mudah dan praktis..sesuai dengan ciri ciri masyarakat Indonesia,positif
Aplikasi transport online terbaik,positif
"aplikasi versi baru setelah update tolong di bikin lebih ringan jangan malah semakin berat ; jangan terlalu bnyk memakan memori internal perangkat.versi 3.42.3 lumayan bagus , mohon terus di tingkatkan kemudahan menggunakannya dan tidak ketinggalan promo- promo nya gopay dalam membantu budaya cashle...Ulasan Lengkap",positif
"aplikasi yang bermanfaat, banyakin promo-promo-nya agar bisa lebih ramai lagi para pengguna aplikasi-nya.",positif
"Aplikasi yang bermanfaat,untuk mobilitas tinggi.tapi kadang agak sedikit telat untuk bisa masuk aplikasi.moga kedepan makin baik dan cepat",positif
Aplikasi yang cukup membantu. Sayangnya pada jam-jam sibuk server sering kali jadi lelet.,positif
"Aplikasi yang di butuhkan dan sangat membantu,terima kasih gojek",positif
Aplikasi yang hebat tapi sekarang sudah berkurang promo potongan harganya..tolong dong ada voucher go ridenya..,positif
"Aplikasi yang kekinian ,karena sangat mempermudah kebutuhan sehari-hari #Gojek apk masa kini Note:Semoga kedepan nya tambah bagus aplikasi nya",positif
Aplikasi yang memberikan banyak kemudahan bagi anak kos :),positif
"Aplikasi yang modern, tapi kenapa drivernya pada ngeluh? Itu karena sistem Gojeknya yang pilih2 driver, jadi kasian driver2 yang akunnya pada di anyepin, Saya mohon kpd PT GI kasiani nasib para driver yang akunnya d anyepin, beri mereka kelancaran order, biar mereka tetap tersenyum, karena setiap ka...Ulasan Lengkap",positif
"Aplikasi yang ngebantu banget, ga pernah ngecewain, cuma kalau hujan kita mesti sabar soalnya sering dpt driver yang jauuuuh",positif
Aplikasi yang paling recomended banget bagi kalian yang transfer ke rekening lain walaupun kalian nggak punya akun bank.dan biaya adminya juga lebih murah.,positif
Aplikasi yang sangat amat membantu. Saya suka maka akan saya kasi bintang 5 trima kasih gojek,positif
Aplikasi yang sangat berguna Saya senang dengan aplikasi ini,positif
Aplikasi yang sangat membantu,positif
Aplikasi yang sangat membantu aktivitas sehari2...,positif
"Aplikasi yang sangat membantu banget. Karena gak cuma bisa anter jemput doang, tapi tersedia juga layanan sehari2. Semoga aja makin berkembang",positif
aplikasi yang sangat membantu dalam kehidupan sehari hari dalam bidang transportasi dll :)maju terus PT.Aplikasi Karya Anak Bangsa,positif
Aplikasi yang sangat membantu dan bermanfaat baik .. Terima Kasih Gojek,positif
"Aplikasi yang sangat membantu di bagian transportasi. Semua jadi lebih mudah dan ringkas, pas untuk memanjakan diri.. Tanks Gojek semanangat semuga sukses selalu..",positif
Aplikasi yang sangat membantu di dalam segala hal. #pasti ada jalan. Ayo gunakan tranportasi karya anak bangsa.. .,positif
Aplikasi yang sangat membantu di era yang serba cepat,positif
Aplikasi yang sangat membantu jadi gak usah jauh jauh ke pangkalan ojek.jadi tambah mager ,positif
Aplikasi yang sangat membantu kebutuhan hidup masyarakat Indonesia,positif
Aplikasi yang sangat membantu memudahkan segala macam kebutuhan saya setiap hari.. trimakasih gojek,positif
Aplikasi yang sangat membantu mobilitas sehari hari. Terima Kasih,positif
"Aplikasi yang sangat membantu saya, tambahkan lagi promonya!",positif
aplikasi yang sangat membantu sekali di kegiatan sehari-hari,positif
Aplikasi yang sangat membantu sekali..,positif
Aplikasi yang sangat membantu turut bangga karya anak indonesia.... Maju terus,positif
Aplikasi yang sangat membantu... maju terus gojek,positif
Aplikasi yang sangat membatu sekali,positif
Aplikasi yang sangat memudahkan dalam kehidupan sehari hari. Terimakasih Gojek,positif
"aplikasi yang sangat sangat membantu di kala lapar,capek,dan lain lain pokonya recomend deh!!! yang paling saya suka dari gojek adalah harganya yang sangat murah",positif
Aplikasi yg bagus banget...pokonya keren deh broo...yg gag download nyesel,positif
Aplikasi yg bagus tp kok aq bisa order lagi yaa,positif
Aplikasi yg bagus.. dan saya merasa puas akan pelayanannya ,positif
Aplikasi yg bagus.sangat membantu dalam segala kebutuhan.,positif
Aplikasi yg baik dan sangat membantu..,positif
"Aplikasi yg banyak manfaatnya,membantu perjalanan saya dan keluarga,smg promo nya juga semakin banyak,demikian juga pemakaian lebih di permudah untuk semua tempat.",positif
"Aplikasi yg berguna, terima kasih Gojek",positif
Aplikasi yg luar biasa banget dah pokoknya bisa ngebantu mempermudah segala macam urusan ,positif
"Aplikasi yg membuat saya merasa terbantu disaat di butuhkan,",positif
Aplikasi yg memudahkan bagi masyarakat untuk kepentingan nya... Tq,positif
"Aplikasi yg menjadi andalan,cepat,ramah,aman dan harganya yg terjangkau.",positif
Aplikasi yg mudah d gunakan n sangat membantu..sukses selalu...,positif
Aplikasi yg pas buat kebutuhan sehari hari... Aku suka,positif
Aplikasi yg sangat bagus gampang ketika mau pergi.,positif
Aplikasi yg sangat bermanfaat banget buatku,positif
Aplikasi yg sangat bermanfaat dan berfaedah,positif
"Aplikasi yg sangat bermanfaat, n moda transportasi yg sangat membantu",positif
"aplikasi yg sangat bermanfaat,mmudahkan urusan yg blm selesai aq suka bnget ...hanya masukan sebaikx driver sdia payung sebelum hujan jas hujan maksudx.....",positif
Aplikasi yg sangat di butuhkan oleh anak bangsa,positif
aplikasi yg sangat membanggakan,positif
Aplikasi yg sangat membantu bagi yg sangat sibuk...,positif
aplikasi yg sangat membantu banget pada jaman now..thanks driver,positif
Aplikasi yg sangat membantu banget...,positif
"Aplikasi yg sangat membantu dlm kesulitan, kesulitan mencari makanan d saat lapar. Semoga gojek Indonesia semakin sukses ",positif
Aplikasi yg sangat membantu dri karya anak bangsa,positif
"Aplikasi yg sangat membantu kita di manapun berada , selain drever nya ramah juga bawa penumpang itu sangat baik dan samapi di tujuan dengan baik. Semoga dengan adanya aplikasi ini kedepan nya makin baik dan jaya selalu. Gojek selalu di depan Kalo bisa jangan sampai bikin penumpang kecewa dengan tin...Ulasan Lengkap",positif
Aplikasi yg sangat membantu masyarakat:) Trimakasih...,positif
"Aplikasi yg sangat membantu perjalanan, keperluan sehari2 dll. Tanpa bikin ribet.. top dech ",positif
Aplikasi yg sangat membantu sekali ... Terutama layanan gofood nya ...,positif
Aplikasi yg sangat membantu sekali..liburan ditempat yg belum hapal tempat sekalipun gak ada kwatir lagi..,positif
Aplikasi yg sangat membantu  sukses terus buat gojek.,positif
"Aplikasi yg sangat membantu, di saat sya laper. Apa aja ada. Makan,minum,roko,kopi pokoknya semua bisa di pesan melalui aplikasi ini.",positif
"Aplikasi yg sangat membantu, mempermudah dalam perjalanan semoga layanan slalu memuaskan pengguna",positif
"Aplikasi yg sangat membantu, pokoknya top markotop",positif
Aplikasi yg sangat membantu... Apalagi dngan pay laternya ,positif
Aplikasi yg sangat membatu kebutuhan sya sehari2 mantap buat gojek,positif
"Aplikasi yg sangat"" membantu dan memudah kan perjalan saya..semua driver nya ramah dan standart...trimakasi banyak gojek..membantu memberikan pekerjaan juga..terimakasi jaya terus gojek.",positif
"Aplikasi yg selalu bisa membantu kita pergi ke tempat tujuan kita, dan membantu membelikan barang yg kita mau, tanpa harus keluar rumah, terimakasih gojek",positif
Aplikasi yg Serba Bisa Dan Gampang. Di Gunakan Mantap.,positif
Aplikasi yg sgt membantu dan mempermudah untuk bepergian.bayar2 dan beli makanan serta untuk nganter brg.,positif
"Aplikasi,gojek ini memudah kan saya saat mau perjalanan, terimakasih gojek semoga kedepan nya , lebih baik",positif
Aplikasih anak bangsa dg sejuta manfaat..para pengguna apk ojol laen ny kurang cinta karya anak bangsa..hidup gojek maju terus pt.gi..sejahterakan lah driver ny tanpa timbang pilih..tolong benahi karyawan it ny yg mengatur arus order..kasian para driver polosan..member tetap berjaya..yg buat apk moo...Ulasan Lengkap,positif
"Aplikasini ini sangat membantu saya,apalagi buatan indonesia",positif
Aplikasinya bagus banget buat orang yang lagi lapar tapi mager. Para drivernya juga baik*. Semoga ada upgrade yg lebih bagus lagi kedepannya buat gojek.,positif
Aplikasinya bagus banget..... Kalau kta orang di bawah sana mungkin bisa terjadi Karena setiap aplikasi atau orang pasti mempunyai Kekurangan.. Hargai kekurangannya itu..,positif
"Aplikasinya bagus bisa order makanan, minuman dah pokok nya bagusssss banget deh!!!!",positif
Aplikasinya bagus cuma sayang saya mau update nggak biasa itu saya bisa sampai 10 juta pakai KTP ditolak katanya KTP rusak pada LAN masih bisa jelas cuma pinggir-pinggir kena oli mesin gimana kamu kena lah saya kerjanya aja di bengkel mobil,positif
Aplikasinya bagus karena bisa bayar dari hp langsung pakai scan,positif
"Aplikasinya bagus para driver nya ramah ramah,aplikasi ini bagus untuk keadaan terdesak",positif
Aplikasinya Bagus saya suka sangat membantu transaksi,positif
"Aplikasinya bagus, sangat membantu.",positif
"Aplikasinya bagus, tapi sayang mahal kali biayanya enggak kyk grab murah murah",positif
"aplikasinya bagus, tapi tidak bisa jadi patokan utama untuk berpergian sehari2, ujung2nya hrs membawa kendaraan sendiri, karna mungkin lokasi dan urusan pribadi yang membuat driver tidak mengambil orderan, Soalnya ini pernah saya alami hehehe, ttp maju GOjek",positif
"Aplikasinya bagus. Cuma untuk nge gojek,tolong cari yg gak gatek ya. Biar bisa baca posisi",positif
Aplikasinya bagus... Bisa dipercaya. Aman. Dan nyaman,positif
"Aplikasinya cukup bagus, ya walaupun di daerahku belum ada transportasi gojek tapi aplikasi ini cukup membantu untuk top up di codashop menggunakan GOpay. Terimakasih kepada gojek. Cashback gopay buat top up game harus sering sering ada ya :v",positif
Aplikasinya gojek sangat bagus dan mudah di pahami dan banyak cash back nya... terimakasih gojek,positif
aplikasinya membantu bgttt! <3,positif
"Aplikasinya mudah di pahami, simpel, efektif juga kalo pas lagi sibuk di kantor,",positif
"Aplikasinya nyaman banget jadi kalo mager tpi laper kan aku bisa pesen,cepet lagi... semoga tidak ada perubahan sampai besok",positif
Aplikasinya sangat bagud sekali dan juga mapnya sesuai dengan tempat saya berada aplikasi buatan anak negri memang jauh lebih bagus,positif
"Aplikasinya sangat bagus dan mudah dalam penggunaannya. Tetapi, pelayanan kurir Go-Send nya jelek sekali, sangat tidak ramah dan marah-marah. Saya mau komplain tapi tidak ada kotak komplain pengiriman dan live tracking nya tidak jalan. Apakah gps kurir atau kah server Gojek sedang error saya kurang ...Ulasan Lengkap",positif
Aplikasinya sangat bagus sekali karena untuk beli pulsa dan kuota gampang sekali sangat hemat pokoknya terima kasih kepada yang sudah membuat aplikasi ini semoga sehat selalu banyak rezekinya semoga lebih baik ke depannya untuk gojek...,positif
"Aplikasinya sangat berguna, sangat aman dan nyaman",positif
Aplikasinya sangat membantu saya dikegiatan sehari- hari,positif
Aplikasinya sangat membantu saya Lebih memudahkan dalam segala hal,positif
"Aplikasinya sangat membantu,,,,,trmksh makin baik k dpn nya yaaaa",positif
"Aplikasinya sangat membantu,terutama pada saat liburan kematin.trimakasih Gojek",positif
Aplikasinya semakin baik..drivernya juga baik baik semua..,positif
App bagus sangat membantu sy sehari2,positif
"App nya sangat inter•À?ktif, dan mudah dimengerti",positif
Applikasi ini sngat bagus untuk memudahkan penggunanya beraktivitas dan memenuhi kebutuhan tapi ada beberapa kekurangan salah satunya layanan go food. Terdapat perbedaan harga antara yg tertera d applikasi dan real yg ada di restoran. Saya tidak tau apakah benar harganya sudah sesuai yg di applikasi...Ulasan Lengkap,positif
"Apps luar biasa aku hanya mengucapin aja ya LOVE.....Apps ini sangat berguna untuk keluarga saya...............................karena apapun itu bisa beli disini tanpa shoope,toko pedia,lazada,dan sebagainya apps yang bisa untuk belanja online............................................................Ulasan Lengkap",positif
