komentar,tfidf_positif,tfidf_negatif,sentimen
"Sudah bagus, cepat dapet drivernya. Hanya saja terkadang saat memesan melalui gofood ada resto yang tulisannya masih buka sejaman lagi namun saat driver sudah sampai di resto ternyata sudah tutup. Untuk itu mohon ditingkatkan lagi mengenai kondisi resto agar sesuai dengan aplikasi. Dan lagi tolong t...Ulasan LengkapSudah bagus, cepat dapet drivernya. Hanya saja terkadang saat memesan melalui gofood ada resto yang tulisannya masih buka sejaman lagi namun saat driver sudah sampai di resto ternyata sudah tutup. Untuk itu mohon ditingkatkan lagi mengenai kondisi resto agar sesuai dengan aplikasi. Dan lagi tolong tambahkan fitur tips bagi orderan gofood yang sudah dicancel. Karena saya merasa ingin memberi driver tips sebagai uang ganti bensin karena sudah sampai di resto, tetapi resto nya tutup. Terima kasih",6307.0110044962,6176.9491551571,positif
"Oke, bagus Kepada pengguna gojek lain,nya bila ada telfon mengatas namakan gojek dengan berbagai modus yang intinya meminta nomor kode sms yg kita terima, mohon untuk jangan pernah dikasih tau, karena itu penipuan untuk membajak akun gojek kita, saya pernah mengalaminya, dan alhamdulillah akun saya ...Ulasan LengkapOke, bagus Kepada pengguna gojek lain,nya bila ada telfon mengatas namakan gojek dengan berbagai modus yang intinya meminta nomor kode sms yg kita terima, mohon untuk jangan pernah dikasih tau, karena itu penipuan untuk membajak akun gojek kita, saya pernah mengalaminya, dan alhamdulillah akun saya aman",4611.7967527816,6117.456665992,positif
Susah login...masa di suru buat email baru..cuman karna no pertama yang saya daftarkan telah hilang..maaf saya uninstal wan .samapai saya di respon,386.3513373974,344.5037178308,positif
"DEAR PARA KONSUMEN. KETIKA ANDA ORDER MAKANAN HARAP KASIH NOTE. DAN KETIKA SAMPAI KEPADA ANDA TERUS PESANAN SALAH KONFIRMASI DULU KE DRIVER. SUPAYA BISA DI TUKAR. JANGAN ASAL RATTING DRIVER. KARNA BUKAN DRIVER YG MASAK ATAU YG SIAPKAN PESANAN. DAN UNTUK DESKRIPSI PRODUK YG ANDA LIHAT DI MENU KONSUME...Ulasan LengkapDEAR PARA KONSUMEN. KETIKA ANDA ORDER MAKANAN HARAP KASIH NOTE. DAN KETIKA SAMPAI KEPADA ANDA TERUS PESANAN SALAH KONFIRMASI DULU KE DRIVER. SUPAYA BISA DI TUKAR. JANGAN ASAL RATTING DRIVER. KARNA BUKAN DRIVER YG MASAK ATAU YG SIAPKAN PESANAN. DAN UNTUK DESKRIPSI PRODUK YG ANDA LIHAT DI MENU KONSUMEN ITU TIDAK MUNCUL DI DRIVER. KETIKA ANDA INGIN DI LAYANI DENGAN BAIK, BELAKU LAH SEPERTI ORANG YG LAYAK DI LAYANI.",0,1227.3926840754,positif
"Alhamdulillah aplikasi Gojek bisa membantu kita semua, semoga aplikasi ini berkah buat driver dan pengguna Gojek lainnya. Terimakasih Gojek!!!!! ""Karya Anak Bangsa"" 😘😘😘😘😘🥰😘😍😍😍🤩🤩🤩",172.1177181602,172.1177181602,positif
"Tolong Segera di perbaiki masalah di Gopulsa saya mau transaksi pulsa selalu gagal akhir""ini tolong perbaiki...terimakasih.",170.9695478035,130.9194309219,positif
"TOLONG DONG KASIH VITUR ARAH PULANG APA ARAH TUJUAN BIAR DREVER GA KOSONG PAS PULANG,🙏🙏KEMAREN SAYA DI DEPOK JAM 6 SORE NYAMPE 11 MALEM GA DI KASIH ARAH PULANG CUMA MUTER-MUTER DI DEPOK..RUMAH SAYA DI BEKASI. KOSONG DARI DEPOK NYAMPE BEKASI.MAKASI SEBELUM YA",0,445.6500508267,positif
"Bagi para pengguna... Janganlah seenak nya saja memberi rating rendah dan komentar yang ga jelas. Itu sangat merugikan si driver. Jika makanan atau minuman nya kurang bagus atau enak.. beri rating padah toko nya, bukan si driver. Driver hanya menjual jasa, bukan produk. Analogi nya seperti ini; Kepa...Ulasan LengkapBagi para pengguna... Janganlah seenak nya saja memberi rating rendah dan komentar yang ga jelas. Itu sangat merugikan si driver. Jika makanan atau minuman nya kurang bagus atau enak.. beri rating padah toko nya, bukan si driver. Driver hanya menjual jasa, bukan produk. Analogi nya seperti ini; Kepala yang berdarah ehh malah kaki yang diperban 🤣🤣",6468.8568904361,8448.0933900295,positif
Waktu jemputan udah tepat waktu tapi ada yang kurang soalnya saya tidak mengetahui nama kendaraan yang dipakai drivernya tolong dong update lagi biar saya bisa mengetahui nama kendaraan drivernya terimakasih.,372.3748622625,527.0818708216,positif
"Sangat membantu bila pergi jarak pendek,sayangnya untuk lanjut pergi kelain tempat hrs pesan lagi,padahal kita terburu oleh waktu,kenapa tidak ditam program bila mau lanjut dg mobil yg sama. . Mohon bila dalam perjalanan pdrlu mampir, driver jangan cemberut,misalnya mampir atm.",1348.3814229745,1348.3814229745,positif
"Bagus sangat membantu sekali , semoga pelayanannya senantiasa ramah, baik, aman dan nyaman . Aamiin",128.1405227493,128.1405227493,positif
Mantap.... Klw ad komenan dri kastamber jngan langsung di sansi dver yah.... Kasian ad tmen saya ngasih paket di ambil SMA pembantu yah... Pembantu yah lupa ga bilang sama majikan yah... Trus majikan yah NLP ke cs gojek.... Masa langung si sasven dver yah,1439.4561202515,1631.8485419235,positif
Sy suka dengan aplikasi GO-JEK ini karna sangat membantu sy mau kemn2 tdak perlu repot2 lgi pokok nya mau apa aja ada semua di aplikasi GO-JEK terima aksih GO-JEK sukses slalu ya,770.7195182228,660.7293390484,positif
"Saya baru menggunakan GOJEK, menurut saya cukup memuaskan. Dan cukup membantu. Baik dari segi Pelayanan dan penjemputan juga Drivernya. Saya Puas. Smoga kedepannya bertambah baik. Apalagi ini punya anak bangsa, jadikan kita SALUT. Bahwa anak bangsa tercinta ini cukup mampu 👍👍👍",1280.0649959765,884.5988264484,positif
"Sejauh ini pelayanannya benar - benar baik. Drivernya ramah, sopan, dan profesional semoga Go-Jek semakin ditingkatkan. Juga jika bisa harganya dikurangi 👍😁",415.7958637276,345.9332078082,positif
"Sangat membantu untuk segala aktifitas, mulai dari bepergian, belanja, membeli makanan, pembelian pulsa,",94.0549188112,96.8061342157,positif
"Selama pake gojek byk suka dukanya ya namanya hidup kaga bisa semau gw, ga ada yg sempurna di dunia ini. Dengan adanya ojol ini sebenarnya membantu kita yg mager, males sendirian bisa ditemenin driver kmn mn, bahkan mau makan aja dianterin makanannya ga perlu ke restoran. Tapi ya kadang dapet driver...Ulasan LengkapSelama pake gojek byk suka dukanya ya namanya hidup kaga bisa semau gw, ga ada yg sempurna di dunia ini. Dengan adanya ojol ini sebenarnya membantu kita yg mager, males sendirian bisa ditemenin driver kmn mn, bahkan mau makan aja dianterin makanannya ga perlu ke restoran. Tapi ya kadang dapet driver yg berbeda karakter ya namanya manusia ga mungkin baik semua ada jg yg cuek, jutek dll. Ya saling perbaiki diri aja antara ojol dan penumpangnya, agar aplikasi ini dpt maju.",12962.4051474033,12945.5107171042,positif
"Download deh app gojek coz gojek karya anak bangsa yg bermanfaat bagi semua kalangan, promo dr gopay juga ga kalah hebat dr app lain. Buat kalian yg cinta dan bangga sm indonesia, download dan gunakan app gojek seperti saya.",1576.7792831022,1220.817726083,positif
"Sangat membantu sekali, apalagi utk ibu2 yang sibuk dirumah nggak sempat keluar, ingin pesan apa saja tinggal klik..udh beres semua",219.2280897947,268.3862554811,positif
"Sangat membantu ...mau antar atau jemput anak tinggal pesan gojek ga perlu capek capek jalan nyari ojek pangkalan , mau berobat atau mau pergi malam tinggal pesan go car ... ..mau makan tapi malas keluar tinggal pesan go food , mau bayar tagihan listrik atau beli pulsa juga pake gopay... Belanja ke ...Ulasan LengkapSangat membantu ...mau antar atau jemput anak tinggal pesan gojek ga perlu capek capek jalan nyari ojek pangkalan , mau berobat atau mau pergi malam tinggal pesan go car ... ..mau makan tapi malas keluar tinggal pesan go food , mau bayar tagihan listrik atau beli pulsa juga pake gopay... Belanja ke Alfamart atau Alfamidi banyak promonya kalau pakai gopay , makasih gojek terus maju tambah sukses....",7966.4629433474,11130.6943359671,positif
sangat membantu buat pergi dan beli makanan.. overall oke kok lebih seneng pake gojek drpd grab.. mapnya akurat jadi jarang nyasar.. semoga setelah update aplikasi makin oke.. Sekarang ada vocer potongan ongkir dan harga juga best banget gofood..,640.5327196607,777.4602560351,positif
Jika ada banyak driver d tempat anda dan anda mendapt driver yg jauh...itu karna driver yg dekat dengan anda sdh tau karakter anda jika anda baik dan menghargai mereka orderan anda langsung d terima... klau anda judes pelit dan suka mampir2 tanpa kasih mereka tip Jadinya males deh terima orderannya....Ulasan LengkapJika ada banyak driver d tempat anda dan anda mendapt driver yg jauh...itu karna driver yg dekat dengan anda sdh tau karakter anda jika anda baik dan menghargai mereka orderan anda langsung d terima... klau anda judes pelit dan suka mampir2 tanpa kasih mereka tip Jadinya males deh terima orderannya.. itu curhatan driver yg sy pernah tanya.. jika anda d untungkan maka jangan merugikan..argo d tambah tip 5rb masih murah dri argo jika anda naik taksi..,17381.3381590812,18166.7216823324,positif
"Sangat membantu. Cuma saran nih, tolong tampilin alasan driver ngebatalin orderan. Keseringan driver udah nerima, udah chat, udah telepon, udah fix mau ambil orderan, tau2 main cancel tanpa info yg jelas. Kan BT jadinya 🤦‍♀️",816.85323037,1011.0060032294,positif
Sangat berguna sangat membantu memudahkan aktifitas sehari2. Dan harganya lebih murah dari kompetitornya. Dan saya dapat vouchernya diskon nya banyaaaaak... Tapi sayang tdk bisa saya pakai...... Karena hrs gopay. Sy tdk pakai gopay. Ini kali ya yg hrz diperbaiki.,1101.4647165677,837.0131292683,positif
"Tolong jangan terlalu sering pembaruan ya, kalo sizenya kecil sih gpp. Oh iya pembayaran linkaja baru bisa di go ride/go car aja ya? Kalo bisa go food juga dong :))",673.5051008901,691.7647628712,positif
"Mohon perhatiannya,kodepromo buat pebgguna lama...karena kita dah pakai.customer lama,alangkah baiknya juga dikasih voucher...",83.8386208727,83.8386208727,positif
Kalian orang Indonesia.. mereka driver bukan babu.. gojek .. sudah ongkos nya murah . Mau minta pelayanan nya VIP hallo . Hargai mereka . Pahlawan di jalanan .. pihak gojek bukan tegas.. tapi pelit sama bonus..,326.8092787191,646.8050206007,positif
"Regesi Band - Korban Alon Alon. app gojek moga lebih lengkap sperti uber dulu, ada tempel PIN ke driver yg lewat. saya klo mou ke tujuan trus balik lagi harus pesan driver lagi, gak bisa langsung PP satu driver",951.0595207749,949.7901803845,positif
Transportasi onlie yg sangat memudahkan saya dlm tujuan perjalanan kemanapun..yg paling seneng tu ada discountnya..🤗 sampai 90%.. Ada satu hal lagi yg bikin miris dlm layanan gofood..kasian yg suka dapat pesanan fiktif..saran saya sediaakan layanan pembayaran transfer..biar sipembeli mentransfer du...Ulasan LengkapTransportasi onlie yg sangat memudahkan saya dlm tujuan perjalanan kemanapun..yg paling seneng tu ada discountnya..🤗 sampai 90%.. Ada satu hal lagi yg bikin miris dlm layanan gofood..kasian yg suka dapat pesanan fiktif..saran saya sediaakan layanan pembayaran transfer..biar sipembeli mentransfer dulu sebelum mesan,5337.982723697,4380.0033898245,positif
"Coba buat supaya bisa kirim gambar di chat nya ,kalau mau gosend dll, biar gampang kasih tau lokasinya pas nya dimana. Thanks",209.5525163708,276.5612405047,positif
"Hai ka hp saya kan ilang dan saya ganti hp lalu mau masukkan akun gojek gbsa karna nomer telpnya beda, daftar juga ga bisa krna email saya sudh di pakai di akun yg kemarin, ini gmn ya ka?? Makasih",757.2964427916,1155.6983902762,positif
"Cukup.membantu, tp tolong keamanan data user bisa lebh di perkuat, krn akun gojek istri saya baru saja di bajak, dan penipunya berpura pura nomer istri dpt gopay 2 jt,,,",155.2947583326,492.2544426269,positif
"Secara keseluruhan aplikasi ini memang bagus banget,sekali ada bonus,bonusnya mantep²🙏 Yang saya inginkan adalah biaya administrasinya mohon di gratiskan,karena setiap transfer ke rekening bank,saldo selalu dalam keadaan tidak bulat/pas dengan saldo..",749.2327745264,629.2051064923,positif
"Aplikasi ini terbaik dan fiturnya lengkap dan desain aplikasinya mudah dipakai. Apalagi fitur Paylaternya sangat membantu sekali,,",233.6779762135,146.0167858492,positif
"Aplikasi/jasa ini sangat membantu saya dikala malas keluar untuk beli makanan 🙂 driver""nya alhamdulillah ramah"" semua",161.9161440323,181.9786445039,positif
Kasih bintang 5 biar baca Pay later hny klik langganan saya tidak sy gunakan sm sekali tiba2 ada tagihan 30 rb ..hati2 yg pake paylater menjebak sy iseng saja pencet langganan eh tau2 ada tagihan..gawat tuh pay later..ambil tuh uang saya kalian makan tuh duit haram..,2401.2388087393,2994.8041870081,positif
"Alangkah baik nya go deals di adakan kembali seperti dahulu,bnyk voucher yg bisa di tukarkan dengan point. Jadi konsumen semngat bertransaksi menggunakan gopay. Terima kasih",355.5687177693,403.2016215179,positif
"Sopan dan santun ketika berkendara...sekalipun belum pernah order...dari pengalaman dijalankan, saya menggunakan aplikasi Gojek...",59.9766421511,126.1749787068,positif
"Salam hangat.... Edisi Ulang Tahun, berikan kado bintang 5 untuk aplikasi Gojek 👍👍👍👍👍 Dengan adanya Transportasi Online jenis baru ini, sangatlah membantu aktivitas keseharian saya. Memudahkan untuk pesan makanan, bayar bulanan. Perbanyak promo2nya ya... Terimakasih",617.0965028319,234.6927490381,positif
Gojek mantul mantap btul klo kita laper tinggal pencet gopud klo kita mau berpergian tinggal pncet poko nya mh hemat dan nyaman sukses trus ya gojek yg sangat membantu kebutuhan kita ini itu mudah pake gijek.. ajah. Mantap bos ku,1256.0047367582,1515.5791444174,positif
"Wow saya pengguna baru bergabung beberapa hari sebelum ini rasanya tidak perlu diantar sama orangtuaku. Mudah dan cepat. Semoga saya bisa konsentrasi dengan aplikasi yg satu ini: -selesaikan mission sehari,seminggu saja -bayar top-up via driver maupun minimarket Terimakasih salam satu aspal Dari ary...Ulasan LengkapWow saya pengguna baru bergabung beberapa hari sebelum ini rasanya tidak perlu diantar sama orangtuaku. Mudah dan cepat. Semoga saya bisa konsentrasi dengan aplikasi yg satu ini: -selesaikan mission sehari,seminggu saja -bayar top-up via driver maupun minimarket Terimakasih salam satu aspal Dari arya aditya Semarang,jawa tengah",4407.3550222741,3840.3304863302,positif
"Kapan gojek hadir di kabupaten Samosir?kalau bisa secepatnya,untuk menunjang parawisata dan perekonomian wisata.",28.8703306827,28.8703306827,positif
"Beberapa kali saya pesan barang melalu Go same day. Saya merasa kecewa lantaran bapak gojeknya kasar dan kurang sopan santun. Entah mungkin karena bapak kelelahan atau bagaimana. Tapi tidak sepantasnya kami sebagai klien yg memakai jasa gojek diperlakukan seperti itu. Tidak perlu marah2 pak, toh say...Ulasan LengkapBeberapa kali saya pesan barang melalu Go same day. Saya merasa kecewa lantaran bapak gojeknya kasar dan kurang sopan santun. Entah mungkin karena bapak kelelahan atau bagaimana. Tapi tidak sepantasnya kami sebagai klien yg memakai jasa gojek diperlakukan seperti itu. Tidak perlu marah2 pak, toh saya meresponnya baik2. Kalau tidak nemu alamat yg dituju lalu marah2, kalau tlp bru 1 belum terangkat dibilang ga diangkat2. Di tlp memotong pembicaraan",7558.7307213137,11134.5319362939,positif
"Aplikasi ini sangat membantu sekali,,driver yg ramah & tanggap.tolong di tingkatkan promo nya untuk pengguna lama khususnya voucher goride & gofoodnya. Thanks",350.9996673418,259.7204860573,positif
"Sejauh ini semua transaksi saya baik, klo boleh saran. Coba aplikasi ini ada fitur lock/pertanyaan saat close aplikasi seperti TELEGRAM / yg lain Jadi saat ada oknum yg mau curi dan walaupun berhasil dia pasti kebingungan dengan pengaman tambahan seperti pertanyaan yang bisa kita buat sendiri pertan...Ulasan LengkapSejauh ini semua transaksi saya baik, klo boleh saran. Coba aplikasi ini ada fitur lock/pertanyaan saat close aplikasi seperti TELEGRAM / yg lain Jadi saat ada oknum yg mau curi dan walaupun berhasil dia pasti kebingungan dengan pengaman tambahan seperti pertanyaan yang bisa kita buat sendiri pertanyaannya dan bila ingin di reset harus ke email kita. Tapi so far so good lah...",8081.5290264395,8554.087612224,positif
"Jo adalah cerdikiawan dia naik go ride dia sempat senam sehat tanpa takut telat. Karena baginya go ride lebih dari sekedar alat transportasi. Jadilah seperti Jo jadilah cerdikiawan. Be Your self ~Jo Me : ""Orang-orang hebat di dunia umumnya bukan cendekiawan yang hebat, jadi janganlah seperti Jo."" 😁...Ulasan LengkapJo adalah cerdikiawan dia naik go ride dia sempat senam sehat tanpa takut telat. Karena baginya go ride lebih dari sekedar alat transportasi. Jadilah seperti Jo jadilah cerdikiawan. Be Your self ~Jo Me : ""Orang-orang hebat di dunia umumnya bukan cendekiawan yang hebat, jadi janganlah seperti Jo."" 😁👍👍",7387.5000904586,8466.9240110258,positif
"Mempermudah di kala saya sakit dan di kala saya lapar maju terus jangan lupa atas kinerja driver tanpa driver GOJEK INDONESIA bukan apa-apa kebayang gak kalau driver di curangi semua kota di buat zona merah lagi, ya maju terus GOJEK",1448.1452808773,1255.5756571863,positif
"Anjay gurinjay pas gue coba dan pakai ini aplikasi langsung suka dong, awalnya sih kirain biasa aja. Gak taunya sangat membantu dan memuaskan :) Tetap semangat buat para ojol nya sekalian. I Love You..... :v",879.5829613429,1102.9569732202,positif
"Aplikasi ini sangat bagus dan membantu sekali bg, orang yg ingin pergi ke suatu tempat, jd perlu nunggu lama. Tiggal Booking aja, ga' lama dateng. Kita juga bisa pesen makanan favorite kita. Trus juga Gojek selalu kasih Diskon, jd lebih hemat dan efisien dibanding kita menggunakan ojek 'biasa'. poko...Ulasan LengkapAplikasi ini sangat bagus dan membantu sekali bg, orang yg ingin pergi ke suatu tempat, jd perlu nunggu lama. Tiggal Booking aja, ga' lama dateng. Kita juga bisa pesen makanan favorite kita. Trus juga Gojek selalu kasih Diskon, jd lebih hemat dan efisien dibanding kita menggunakan ojek 'biasa'. pokoknya sip dech. Sukses selalu buat Gojek .",6267.4295813881,6711.5697828276,positif
Sangat membantu saat tugas luar kota. Untuk Gofood mohon ditambahkan menu Kirim Struk seperti pada Gocar. Terima kasih.,197.8134359423,210.9377119164,positif
Minn Tolong saya dong miin.😭😭 Saya suka banget dengan aplikasi Go-jek semakin kesini aplikasi gojek jadi aneh.saya ingin memesan gojek tidak kena GPS nya.saya sudah nyalakan/matikan tetep aja gak bisa.sudah saya clear cache hapus data sampai uninstall tetep gak bisa malahan 3x instal tetep gitu ju...Ulasan LengkapMinn Tolong saya dong miin.😭😭 Saya suka banget dengan aplikasi Go-jek semakin kesini aplikasi gojek jadi aneh.saya ingin memesan gojek tidak kena GPS nya.saya sudah nyalakan/matikan tetep aja gak bisa.sudah saya clear cache hapus data sampai uninstall tetep gak bisa malahan 3x instal tetep gitu juga.parahnya lagi ganti akun dalam 1aplikasi masih gitu juga.tolong min di balesss,5194.7352563792,6218.7461552286,positif
Min..sya mau tanya kenapa akun gopay saya tidak muncul diaplikasi gojek driver saya..? Saya pengguna baru gojek driver dan gopay.,123.1779158248,169.3687269172,positif
Saya transaksi token pln dari kemarin malam sampai saat ini kode token belum masuk juga. Padahal saldo sudah langsung terpotong. Akan saya hapus ulasan ini kalau kode token sudah masuk.,297.3690987408,380.7439388182,positif
"Aplikasi zaman now,,, Aplikasi mengutamakan consumen,serba yg sangat komplit,semua ada tinggal pencet kebutuhan akan terpenuhi. Mantap dech pokoknya,,,, Hidup Pak Makarim,,,,👍",112.2948608958,165.8672801845,positif
"tolong dong, gmn caranya biar lokasi saya tertera dan tepat ada di map, kasian abang drivernya, krn pasti titiknya tdk sesuai, ya walaupun gak jauh, sya pengguna berat aplikasi ini setiap hari minimal 2x sya nge-gofood, kok alamat sya sndri masih ssh dicari, padahal udah sering ditolongin dibenerin ...Ulasan Lengkaptolong dong, gmn caranya biar lokasi saya tertera dan tepat ada di map, kasian abang drivernya, krn pasti titiknya tdk sesuai, ya walaupun gak jauh, sya pengguna berat aplikasi ini setiap hari minimal 2x sya nge-gofood, kok alamat sya sndri masih ssh dicari, padahal udah sering ditolongin dibenerin sm drivernya, tp tetep titik ga sesuai😟",7634.062509699,7572.4839337249,positif
"Parah lah kacau pokoknya ... Bos mending cri driver lagi agak banyakan ... Masa siang"" tengah hari bolong sya kaga dapat driver... Al hasil jalan kaki -+2km. Udh mesen ampe 3 kali yang ke 3 ada jawaban dari cs ""maaf driver kami sedang sibuk, sedang laris smua"". Subhanallah gw ke abisan driver... Bra...Ulasan LengkapParah lah kacau pokoknya ... Bos mending cri driver lagi agak banyakan ... Masa siang"" tengah hari bolong sya kaga dapat driver... Al hasil jalan kaki -+2km. Udh mesen ampe 3 kali yang ke 3 ada jawaban dari cs ""maaf driver kami sedang sibuk, sedang laris smua"". Subhanallah gw ke abisan driver... Bray bgimana ... Jalan kaki panas""an bawa tas... Keadaan cape pulang kerja ngantuk laper... Keren lah pokoknya driver disini laris semua ... Auto uninstall gw kira bos ini udh sukses berat..😁 makasih.",9417.1469007053,16680.6095918965,positif
"Aku kasi bintang 5 nih. Asek dah pake aplikasi gojek banyak promonya,kemana aja dianterin kita mo jauh dekat tetap dianterin ga ngeluh walau tarifnya murah (kitaajaygtaudiri) trus mo pesen makanan gak pake ribet, abangnya juga ramah2, ga nyesel dah download apk ini keren bat dah, kuy yg blm download...Ulasan LengkapAku kasi bintang 5 nih. Asek dah pake aplikasi gojek banyak promonya,kemana aja dianterin kita mo jauh dekat tetap dianterin ga ngeluh walau tarifnya murah (kitaajaygtaudiri) trus mo pesen makanan gak pake ribet, abangnya juga ramah2, ga nyesel dah download apk ini keren bat dah, kuy yg blm download buruan jan pe nyesel.",10695.0514847256,11521.1286055186,positif
"Kapan ya saya dapet paylater nya , padahal transaksi diatas 1 jt terus perbulan. Temen yg cuma transaksi 100 rebu kok dapet hehe (:",154.5744128813,247.8326027444,positif
"Hi gojek.. tolong jng pedulikan komentar CS yg tdk baik tehadap driver. Cm gara2 komentar driver tdk sopan, performa driver lngsg turun. Dan untuk CS... kt tuh shrsnya bnyk brterima kasih kpd driver. Yg sdh mau jmpt dn antar kita smpe tujuan dgn hrga yg sngt murah. Kasih lah driver bintang 5. Dn klo...Ulasan LengkapHi gojek.. tolong jng pedulikan komentar CS yg tdk baik tehadap driver. Cm gara2 komentar driver tdk sopan, performa driver lngsg turun. Dan untuk CS... kt tuh shrsnya bnyk brterima kasih kpd driver. Yg sdh mau jmpt dn antar kita smpe tujuan dgn hrga yg sngt murah. Kasih lah driver bintang 5. Dn klo bs kasih tarif lebih dr tarif aplikasi...",7778.3783866587,7817.0699351273,positif
Gojek sangat bermanfaat ..aplikasi yang mudah ..banyak promo dan diskon nya..semoga terus peningkatan pelayanan kpd masyarakat,225.4250488554,119.0423479144,positif
"Go-jek sangat membantu perjalananku ke kantor every day , hanya saja belum ada fasilitas Go-Now , tentu fasilitas ini akan sangat membantuku saat aq perlu buru2 , bisakah ini terwujud ? smoga terkabul .",532.1239608546,806.7276642421,positif
Saya sebagai penduduk muara Enim mewakili seluruh warga yang ada di muara Enim ingin menyampaikan untuk di mohon kan kepada pihak gojek agar membuat gofood juga di daerah kami karena kami sangat keresahan ketika menjelang malam apa lagi kami yang anak kos ini tolong min di percepat untuk gofood nya,1248.2640235991,1709.0556528814,positif
"Malam, perut lapar. Rumah nggak ada malakanan, warung yg dekat dah pada tutup. Mau kemana inii.. sampai rumah diingetin anak, pakai go food. Sambil pegang jidat, masa Alloh!",363.1373186615,555.5173781292,positif
"Hallo. Saya mau bercerita sedikit. Tentang pengalaman saya yg hampir kena tipu 2kali , dgn cs yg beratas namakan gojek, bulan lalu beralasan gopay, skrg paylater, tolong di usut lgi kalau bisa, dri pada nama gojek sendiri jadi tercoreng, jujur sangat terganggu dengan penipuan seperti itu, krna bukan...Ulasan LengkapHallo. Saya mau bercerita sedikit. Tentang pengalaman saya yg hampir kena tipu 2kali , dgn cs yg beratas namakan gojek, bulan lalu beralasan gopay, skrg paylater, tolong di usut lgi kalau bisa, dri pada nama gojek sendiri jadi tercoreng, jujur sangat terganggu dengan penipuan seperti itu, krna bukan sekali dua kali menelpon, hampir tiap hari, terimakasih",7360.348202103,12459.2085195003,positif
Saya sangat puas dengan aplikasi ini dia rela menerjang dinginnya malam panasnya matahari siang yang belum update/download rugi deh. Aku punya pengalaman waktu itu aku mesen go food nah waktu itu hp driver ny mati dia berusaha mencarinya dan akhirnya ketemu saluttt saya,1875.0616378837,2237.93858911,positif
"Aplikasi ini sangat membatu sekali saat saya mau pergi kemana aja tanpa ribet,dan bisa pesen makanan,bisa juga kirim paket dan masih bnyk lagi kegunaanya.pokoknya gojek top deh...",291.8866631766,441.5012259735,positif
"Pelayanan gojek sangat memuaskan,nyaman & aman & gak ribet bila upgrade akun gopay kita tapi ada sebagian driver gojek yang ganjen/genit & bercanda atau ngobrol sangat berlebihan mohon di kasih pengarahan sama driver"" yang seperti itu biar penumpangnya nyaman & AC juga nyalakan full walaupun gak di ...Ulasan LengkapPelayanan gojek sangat memuaskan,nyaman & aman & gak ribet bila upgrade akun gopay kita tapi ada sebagian driver gojek yang ganjen/genit & bercanda atau ngobrol sangat berlebihan mohon di kasih pengarahan sama driver"" yang seperti itu biar penumpangnya nyaman & AC juga nyalakan full walaupun gak di minta penumpang sekalipun",5533.8854361701,6703.6604804463,positif
Nomor berapakah layanan hotline or customer service. Sy mau menyampaikan ttansaksi vir akun yg gagal tapi tak ada menu or info layanan di aplikasi. Selama ini tak ada masalah..baru kali ini. Tadi dimenu2 yg ada tidak ada yg sesuai dg masalah yg sy alamim mohon info,1536.9616176947,2069.7450912228,positif
"Alhamdulillah udah 4 tahun pakai gojek kemana-mana,drivernya ramah,sopan santun,selalu berterima kasih kalau dikasih tip,ataupun gak dikasih tip,gak kayak driver sebelah,attitude nya kurang,semoga gojek makin maju kedepannya.amiin",392.4727898522,324.5949196785,positif
"Saran , memberikan menu pilihan driver bagi perokok dan non perokok agar konsumen terlindungi , & bebas asap rokok sesuai dengan UU Nomor 36 Tahun 2012 tentang Kesehatan dan Peraturan Pemerintah No. 109 Tahun 2012 tentang Pengamanan Bahan yang Mengandung Zat Adiktif Berupa Produk Tembakau Bagi Keseh...Ulasan LengkapSaran , memberikan menu pilihan driver bagi perokok dan non perokok agar konsumen terlindungi , & bebas asap rokok sesuai dengan UU Nomor 36 Tahun 2012 tentang Kesehatan dan Peraturan Pemerintah No. 109 Tahun 2012 tentang Pengamanan Bahan yang Mengandung Zat Adiktif Berupa Produk Tembakau Bagi Kesehatan yang menyebutkan bahwa angkutan umum ditetapkan sebagai kawasan tanpa rokok.",5180.0066654651,8326.3870535157,positif
Bagus Waktu itu saya pesan ojek untuk teman saya .saya suruh ke surga. Memang penjemputan agak lama tapi alhamdulilah temen saya nyampek di surga dengan selamat. Saya juga pernah. Waktu itu saya pesan ojek. Untuk ke neraka .alhamdulilah nyampek dengan selamat . Kembangkan terus.,1122.8203827597,1012.1844660442,positif
Sangat membantu aku karena pulang pergi naik go ride/go car..dan cepat dapat driver karna driver ada dimana2..sukses sllu buat go jek indonesia..cuma kalau bisa makin sering pakai juga sering2 dapat rewars voucher biar makin semangat lagi pesen go ridenya❣❣,924.8775760822,1003.3486991541,positif
