komentar,sentimen
aplikasi KONTOLLL BANGSAT... MAU NARIK SALDO GK BISA ALASAN NYA ID TIDAK DITEMUKAN.. PUKI MAMAK KAU TIDAK DITEMUKAN KONTOOLLLLL,negatif
"Aplikasi kurang baik, pesen pertama bisa, pesen kedua blm ada 1 jam udah nggak bisa, ini sistemnya gimna, saya nggk ada kendaraan, jdi saya butuh cepat, batre saya sampe habis, berulang kali mengulang pesanan",negatif
Aplikasi lama2 nyusahin anak bangsa . Setelah sukses tidak memikirkan nasib drivernya aplikator rakus dengan potongan sebesar2 nya,negatif
Aplikasi Macam apa ini ? Masa Baru Aja Download Abis diinstal Terus disuruh update. Tolong lah kebijakannya jangan Kek gini . Nyusahin Banyak Orang aja,negatif
"Aplikasi makin hari, makin bikin driver menderita. Sistem orderan gak jelas. Hukum kerja mitra gojek juga tidak jelas. Kita para driver ingin mencari rezeki yang halal. Tidak pernah bermasalah tapi anyep. Bukan saya saja tapi juga saudara saudara yang lainnya.",negatif
"Aplikasi makin kesini makin bikin ngemis ,,,tidak ada kasian sma driver,,saya sebgai pecinta goojek dan gocar merasa tidak manusiawi mereka pakai kendaraan pribadi dan mereka rela sampai kredit kendaraaan untuk menafkahi keluarga nya,,tapi makin kesni bukan makin berkembang, banyak driver yang megel...Ulasan Lengkap",negatif
Aplikasi makin lama makin goblok.. Chat sering eror.. Telpon ke drever di samarkan.. Di perbaiki lebih baik goblok bukan tambah goblok,negatif
"Aplikasi makin tidak jelas, customer dan driver merasa terlalu dirugikan dengan pembaruan2 yang ada sekarang",negatif
"Aplikasi maling,,,,kau liat tuh mitra mu banyak yg ngetem karna orderan,,,katanya karna sistem yg seenak jidat mu aja kau ubah KARYA ANAK BANGSAT👎👎👎👎👊👊",negatif
"Aplikasi menyedihkan,katanya karya anak bangsa? Bangsa yg mana ?",negatif
"Aplikasi menyengsarakan mitra kerja rodi bagaikan robot jalanan,apakah ini yang di namakan karya anak bangsa ,atau anak bangsat?",negatif
"Aplikasi menyusahkan, saya pesan makanan sudah beberapa driper pada gak mau, alesan hujan, jauh posisi banyak bamget alesannya,, mungkin takut air takit basah ,, teruss di ngapa di adaain ada yang pesan lagi ujan aja ga mau nganter",negatif
"Aplikasi merugikan disediakan voucher, dibeli vouchernya tiba2 akun diblokir kan ga masuk akal alasan cs krn sistemnya yg baca pak kami sudah mengupayakan, masak iya sih manusia kalah sama sistem..?",negatif
"Aplikasi nanya nomor dibilang email sudah terdaftar,. ..koplak ...kumasuk email disuruh daftar...kudaftar katanya email sudah terdaftar...",negatif
"Aplikasi ngebantu. Driver yg gak ngebantu, hujan2 gak masalah harga naik yg penting driver mau ambil orderan. Driver taik",negatif
Aplikasi ngga guna ngga jelas Tiba tiba ngga bisa di pake Tamppa ada kesalahan apa pun Ttai alasan merayap terus Perminttaan di tolak Buat apa coba kita download Katax di lagi di perbaiki sampe sekarang Ngga ada hasilx,negatif
"Aplikasi ngga jelas, ditawari suruh upgrade pake KTP, dianggap rusak....ditawari lagi utk upgrade pake id yg lain, pake SIM eh ditolak juga....katanya jenis id nya ngga berlaku....terus harus gimana ??????.......GUOBLOK....",negatif
"Aplikasi nipu saya,,siap beli voucher gofood tapi dibilang promo sudah tidak berlaku 😭😡,,beli mahal2 tapi tidak bisa dipakai",negatif
"Aplikasi nya bagus, saya sangat merekomendasikan aplikasi grab ke semua keluarga dan sahabat saya,,,, inget ya jgn pke gojek, bnyak error nya, mending pke grab, semngat buat aplikator grab, jgn jgn ky gojek ya... 😘",negatif
"Aplikasi nya beda sma yg dulu msa driver 1 jam 1 orderan sedangkan waktu 1 hari 24jam bisa tupo gk tuh ? Klo lama"" kya gini bkalan gk kepake nih aplikasi",negatif
Aplikasi nya makin ga berkualitas...dari sekian banyak komentar tidak ada tanggapan dari pihak Gojek.,negatif
"aplikasi nya ngebug. di bagian gofood nggak ada opsi yang terdekat, rekomendasi, paket harga seperti biasanya",negatif
"Aplikasi nya sekarang GAK BECUS, saya sekarang gak bisa pesenin adek saya yang ada di Depok pake Go-Jek, Pokok nya Grab jauh menang lah daripada nih applikasi sekarang...",negatif
Aplikasi nya tidak bisa di pakai.. Kenapa..? Gojek sekarang sering eror.. Payah.,negatif
Aplikasi ojol dibuat untuk mempermudah tapi kok ga ada promo buat pelajar ? Hanya beberapa user yang dapat promo ? Apakah darisini gojek sudah pilih kasi sesama user ? Tolong ditingkat kan untuk voucher goride nya agar bisa menjadi lebih baik !,negatif
"Aplikasi Paling Jelek, dokumen udh diungah tapi status sedang dalam proses, udh 10 bulan coyy",negatif
"Aplikasi parah, Semakin lama semakin ambyar. Mahal pula. Jiwa kapitalis mulai menjajah di negeri ini. Mendingan hapus saja ini aplikasi.",negatif
Aplikasi parah... Saldo GoPay pribadi bisa diretas orang lain,negatif
"Aplikasi payah ngeselin dan tai, masa deket aja cuma masih satu daerah... Cuma krna ujan dan padet driver ongkos kaya dr sini ke Purwakarta.. Bayangin aj.. Sama sama di kel. Mustikajaya 18.000 kota bekasi, pelanggan lama saya ini loh ga setahun 2thn.aplikasi sampah apk",negatif
"Aplikasi payah nih jangan di install voucher saya kok bisa hilang padahal belum digunain, main ngambil seenaknya aja",negatif
"aplikasi payah, kalo ngga niat bikin promo ngga usah bkin promo, masa vouchernya bisa ilang, KECEWA!!!",negatif
Aplikasi payah. Buat baru tapi tidak dapat voucher. Terus ngorder gosend kagak bisa..,negatif
Aplikasi payah..!! Isi pulsa pake gopay aja susah banget mahal lagi.ga seperti aplikasi ovo cepat n murah banget.,negatif
Aplikasi payletter ga berguna..otak ribawi..saya ga merasa pake payletter knp saya di tagih dan bunganya nambah tiap hari..aplikasi tipu2..ingat dosa riba dan ingat akhirat ..semoga berkah untuk keluarga para pekerja di payletter!!!!,negatif
"Aplikasi pembodohan masyarakat dengan modus pencurian saldo gopay pengguna dengan cara memblokir akun tanpa ada keterangan yang jelas dan klarifikasi dari pihak pengguna, saldo gopay tidak dapat ditarik kembali dan menjadi hak milik gojek.. dasar aplikasi miskin, sampah Tolong anggota dewan ditertib...Ulasan Lengkap",negatif
"Aplikasi pembohong voucernya ditarik kembali,,goodbay aplikasi sampah akan sya hpus slmanya aplkasi ini dri hp sya,,,untung blum diupdate,,smga Allah hancurkan klian shancur2nya,,Aamiiinnn...",negatif
"Aplikasi penipu, pencuri saldo gopay dengan memblokir akun custumernya agar gopay nya tidak dapat digunakan dengan mengabil keputusan yg sepihak dan ga jelas #GOJEKMALING",negatif
"Aplikasi penipuan voucher ,iming iming dpt voucher gratis eh ilang lagi emg penipu pantes kalah sama grab udh mahal penipu ga pantes merakyat",negatif
Aplikasi penjajah baik didepan nusuk diblakang dulu Wak pertama berdiri baik kali sama driver sekarang sombong nya mintak ampun Aaaaaaaaaaas,negatif
"Aplikasi penjajah bangsa sendiri, driver di jajah, di peras tuk diri sendiri",negatif
"Aplikasi perbudakan bagi para driver, tidak memikirkan mitranya sama sekali.",negatif
"Aplikasi pindaya tidak bermanfaat, sangat mengecewakan,bunga sangat besar hampir 2000 per hari,pinjam 100 RB tau tau tagihan sudah 200 rb, coba aturan OJK dari mana suku bunga 55% per bulan.gk jelas",negatif
Aplikasi ribet ngabisin quota doank... Bukanya memudahkan customer...,negatif
"Aplikasi sampah Cuman menang bawa"" Indonesia aja lol , liat noh para mitra lu tulang punggung lu gimana orderan sekarang . Klo gak kuat tutup ajalah ...",negatif
"Aplikasi sampah, saya upgrade GoPay dua bulan lalu, kirim KTP dan semua syarat, sampai sekarang belum di terima. Sangat mengecewakan.",negatif
Aplikasi SAMPAH!!!! UDA SETANGAH JAM PESAN GAK DAPAT2 DRIVER!!!! BEGO,negatif
Aplikasi sampah. Emngnya parkir gratis? Gua jalan ke gedung ngantar makanan atau gosen capek jek costomer. Boro2 ngasih tip buat parkir aja ga di kasih. Emosi di bikin,negatif
Aplikasi sangat jelek.. saya di bandung mau pesen gojek buat istri di tasik tapi ga bisa.. Padahal sebelumnya bisa..,negatif
Aplikasi sangat jelek... Gak pernah ada promo ikutan mission aja Ampe sekarang voucernya gak ada... Ke aplikasi.. cocok dpt bintang 1,negatif
"aplikasi sangat tidak bermutu..mau pesan hampir tiap hari selalu banyak alasan, server sibuk la..preet",negatif
Aplikasi saya ngak bisa buat ngorder jenis layanan apapun . Ini berpengaruh sekali buat saya karna setiap hari kalau mau makan siang saya selalu pesan lewat gofood . Tolong di perbaiki systemnya ..,negatif
Aplikasi semakin hari semakin mahal harganya..gk ada voucher promo nya lagi..ongkos kirim makanan naik lg tarifnya .mending di pegang pak nadiem kariem dl..tambah pailit skrng aplikasi gojek skrng,negatif
"Aplikasi semakin lama gak jelas, kasihan para mitra tidak pernah ad order/order menjadi gagu, shingga mitra ad yang seharian cma dksih 4 order. Seharusnya pihak gojek, memberikan kesejahteraan penuh bagi mitranya. Jdi konsemen tidak merasa iba. Harus ada perubahan untuk kedepannya, jngan monoton dla...Ulasan Lengkap",negatif
"Aplikasi semakin semrawut , kasian driver anyeb semua gak d kasih orderan . PT sebesar ini gak mau rugi banyak menyengsarakan driver krn banyak driver yg ga bisa memenuhi kebutuhan keluarganya , ada juga yg motornya d tarik krn gabisa membayaran cicilan kendaraan . Tolonglah sebagai org kantor dan p...Ulasan Lengkap",negatif
"Aplikasi serakah, menjerat pengguna menggunakan paylater, mengumpulkan ktp pengguna lalu dijerat menggunakan paylater. Mau dihapus ga bisa, dasar lintah darat! Nyesal pake gojek",negatif
Aplikasi sering eror.. Gak bermutu.. Jadi takut simpan gopay dalam jumlah besar..apl tetangga sebelah lebih nyaman dan aman.,negatif
"Aplikasi sering error Toko online sering bgd bawa barang gede kaya kulkas,sepeda,AC, TV gede pokoknya toko online terlalu parah.... harga toko online terlalu mura,kasian kan driver yang dpt toko online apalagi klw onbit",negatif
aplikasi sering log out sendiri giliran sms otp lama apa gak bisa ya otp pke WA aja kyak toko toko online,negatif
"aplikasi sgt membantu, sgt recomended. But kenapa pengguna lama dari segi diskon/mission sgt dibedakan dgn pengguna baru, saya sebagai pengguna ckp lama merasa kecewa aja,you know lah :v sy merasa ketidak adilan:(serasa tdk diperhatikan",negatif
Aplikasi sudah tidak bisa digunakan. Telfon costumer servis 5 menit ujung ujungnya percuma. Karna aplikasi sudah tidak bisa dibuka.,negatif
Aplikasi suka error. Jadi mau order susah. Kalo disebelah mudah jarang error tiap senin dapet promo lagi,negatif
"aplikasi syampah ngorder eror melulu.. jaringn manteng, henpon samsug s8. server sibuk lah, driver sedang sibuk lah.. tidak menemukan driver lah... noh depan mata gwe driver lu ngumpul bejibun nyari order jek, kaga dapet2... profesional dong jek. klo ga bisa profesional, ganti slogan lu jad #PASTI J...Ulasan Lengkap",negatif
aplikasi tai ini...pesen go ride atau gocar drivernya dirvernya jauh dptnya....nunggu sampe 10-15 menit....Pesen gofood sama aja....harga beli ditempat sama harga gofood jauh berbeda...,negatif
Aplikasi tai kucingg...ada promo tiket voucer 60 hari potongan 10 rb...lah gw cari cari persyaratan gak ada batas minimum pembelian setelah gw beli dgn harga 100 rb kebuka semua marketing busuknya harga minim untuk voucer 25..udah gw clik pun potonganya cuma sampe 3 rb doang...nyesell buang duit asl...Ulasan Lengkap,negatif
"Aplikasi tai, beli voucher promo 99rb potongan 10rb, lama"" koq malah makin turun ga jelas potongannya. Dari cuma 6rb turun ke 4rb dan skrg cuma 1rb????",negatif
Aplikasi taii anjing...kapok gw pake gojek Untung doang di banyakin memperkaya diri sendiri Driver anyeb aplikasi eror Seharusnya dengan di angkatnya pak nadim jadi mentri harusnya gojek jadi makmur.... Ini malah keblangsak Lama lama bisa bangkrut Gw kasih bintang satu..,negatif
Aplikasi Taik ......... Utang PayLater hanya 120.000 sdh ditransfer via BNI juga sampai seminggu ini tidak diakui dan tidak ada perubahan tagihan saya sama sekali Malah Tagihan makin Membesar !!! Dan Uang Pembayaran 120.000 skrg malah Hilang dan tidak dianggap !!!! Pay Later benar2 bisnis Jebakan Pa...Ulasan Lengkap,negatif
Aplikasi taik.. Ga bs bedakan akun asli ama abal2.. Padahal tiap bulan isi gopay 1 juta an lbh.. Gegara dr driver minta cancel beberapa x akun kita d nonaktifkan.. Secara CS itu bs pantau akun orng ini performa na baik atau buruk... Sungguh nyesel 3 tahun an pake aplikasi ini kena kek gt,negatif
"Aplikasi taikk, gue suka pesen gofood tapi gapernah dapet promo voucher gofood, tapi temen aku sukanya pake goride an tapi dapat voucher promo gofood, tapi kenapa saya suka pesen food, tapi dikasih voucher goride aja,, taikkkk, saya setiap hari padahal pesen gofood tapi kenapa tidak dapat promo food...Ulasan Lengkap",negatif
Aplikasi taikkk. Mau pesen apa aja tulisan SERVER PADAT MERAYAP. map error jugaa aplikasi goblok,negatif
Aplikasi terbangsat yg pernah aku download ya ini. Andai boleh ulas tanpa ngasih bintang bakal aku lakuin itu. Asuuuu... Buat kalian pengguna aplikasi ini. Terutama yg gopaynya aktif. Mending jangan diterusin itu gopay. Bahaya. Banyak penipu dr oknum gojek sendiri. Amanin uang kalian diaplikasi uang...Ulasan Lengkap,negatif
Aplikasi terburuk dan terpuruk yang pernah saya pakai !!! Sudah sekarang harganya mahal dan pelayanannya pun dari tidak ada peningkatan kualitas yang lebih baik lagi !!! Ide transportasi nya bagus tapi banyak mengesampingkan layanan publik yang jadi sumber duit aplikasi gojek itu sendiri Wooooyyy......Ulasan Lengkap,negatif
"Aplikasi tidak bisa digunakan, permintaan selalu di tolak",negatif
"Aplikasi tidak jelas. Akun gopay premier saya baru saja topup langsung digembok. Chat cs telpon cs respon basi Tunggu 3x24 jam, ni uda seminggu. Mau bangkrut atau kekmana ni ??? Asli saldo gopay gak bisa diapa apain, vuag order atau transaksi gopay apapun.gak.bisa. Niat balikin duit nya atau enggak ...Ulasan Lengkap",negatif
Aplikasi tidak jelas. Dikasih voucher tapi tiba2 di hilangkan lagi voucher nya Kalau tidak niat tidak usah bikin voucher lah.. dasar bodoh. Aplikasi penipu Percuman instal gojek.. ga ada guna nya Tukang tipu,negatif
aplikasi tidak manusiawi terhadap driver...menjajah driver secara perlahan...tolong para customer selipkan tips buat driver...karena ongkos mereka dibayar gojek dengan tidak manusiawi,negatif
Aplikasi tidak membantu masyarakat warga negara Indonesia ...semenjak pergantiannya Nadiem Makarim jadi Mentri ..GOJEK sudah berubah tidak seperti dulu..lagi..,negatif
Aplikasi tolol . Tidak menghargai mitra nya . Bangsad,negatif
"Aplikasi tolol idiot driver 10 di depan mata ga dapet2 udah setengah jam nunggu gblk ga guna sekali eek ngabisin waktu gua aja, masa driver depan mata kagak nyangkut nyangkut",negatif
"Aplikasi tolol, sistem nya bego atau apa sih ? Order dpt driver yg jauh mulu, padahal depan muka ada driver banyak oy kagak dianggep apa ? JADINYA GUA HARUS NUNGGU LAMA LAGI DRIVER NYA, BELUM DIA MUTER BALIK, TRAFFIC LIGHT, MACET. udah kek nunggu angkot aja anying. Perbaiki sistem nya oy monyet, nga...Ulasan Lengkap",negatif
"aplikasi tolol,ngasih voucher min pembelian 75rb pptongan 20rb,giliran driver sampe tempat makan hrg berubah jd di bawah 75rb,diskon angus,byr jd tmbh mahal 76rb,aneh lo gojek",negatif
"Aplikasi udah bagus tpi kenapa sering eror , sering keluar ""permintaan anda di tolak "" tlong perbaiki lah",negatif
"aplikasi wedusss,makin ke sini makin kayak asu, gimana mao buat ngidupin keluarga kalo kayak bgini nge bed, GOJEK udh kyak mayat hidup bngt hidup segan mati tak MAU.",negatif
"Aplikasi y kok jadi gini sekarang, buat apa² lemot banget saya ngga bisa pesan gojek, go food "" server tidak apa lah,kadang² minta pembaruan pin tapi ngga bisa dipebarui. Saldo susah update, tolong beri solusi biar bisa kaya dulu lagi akun saya",negatif
"aplikasi yang buruk di banding aplikasi dari negara tetangga , banyak kendalanya , bahkan untuk komplain aja sulit sekali , uang elektronik yg di sebut go pay yg nyangkut susah",negatif
"Aplikasi yang kotor, demi meraup keuntungan rela memanipulasi sistem dan orderan dan menjadikan drivernya sebagai sapi perah....",negatif
Aplikasi yang membuat mitra menderita tidak sesuai dengan misi dulu waktu muncul me ne bar kebaikan sekarang udah terkenal tidak kenal lagi mitra tolong lah pt gojek berlaku adil kembali lagi plisssssssssssssssssssssssssssssssssssddssddddddddsddddddjfjfjfgjfjfjgjvjgjfifivivivjvvkvkvkvjvkvvjvcjcjfjff...Ulasan Lengkap,negatif
Aplikasi yang mengeruk keringat driver. Kasian para driver pada ngeluh semua rata rata.,negatif
"APLIKASI YANG MIKIRIN UNTUNG DOANG, MENDING PINDAH KEGRAB DARI PADA APLIKASI INI NYARI DRIVER SUSAH BANGET, UDAH BAYAR MAHAL, DRIVER GA ADA YANG NGAMBIL, HIDUP GRAB GRAB GRAB GRAB GRAB GRAB,",negatif
Aplikasi yang sangat buruk. terlalu sering gangguan dan trouble. IT nya bisa kerja atau tidak? Klo tidak sanggup bayar IT yang kompeten mending di tutup saja aplikasi ini. Benar2 sangat kecewa dengan kinerja kerja aplikasi gojek saat ini. Buruk dan tidak berkualitas!!!!!!!!!!!!! Pemerintah wajib men...Ulasan Lengkap,negatif
Aplikasi yg adminnya jarang bahkan hampir tidak pernah menanggapi keluhan para pengguna.. PAYAH!,negatif
Aplikasi yg buruk... Yg banyak makan keuntunga,negatif
Aplikasi yg lagi error atau akun sy yg gag bisa order apapun...mulai dr order makan...order gocar...gomassage...selalu alasan yg sama *server error* dan *silahkan hubungi call center go-life*... Terus solusinya apa....,negatif
"Aplikasi yg menjebak. Beli kupon promo , sudah baca syarat dan ketentuan tdk ada tulisan minimal pembelian. Setelah mau dipakai beli makanan ternyata ada minimal pembelian 65.000. Uninstal lah.. pakai grab bisa kok",negatif
Aplikasi yg menyusahkan anak bangsa....semoga cepat bangkrut,negatif
Aplikasi yg suka menipu. Saya sudah berlangganan paket go food beberapa bulan ini. Tapi untuk saat ini saya merasa sangat ditipu oleh aplikasi gojek. Di promo tsb tidak bisa dilihat minimum pembeliannya. Tapi makin kesini minimum pembeliannya makin besar. Minimum pembelian gofood 65000 baru bisa men...Ulasan Lengkap,negatif
Aplikasi yg tidak menguntungkan. Tdk seperti hijau yg sebelah.,negatif
"Aplikasi, BUKAN KARYA ANAK BANGSAT !!!",negatif
Aplikasi.mau bangkrut..... Ngasih.voucher dipakek tambah keblokir... Server padat merayap.. Cs ngasih jawaban.malah nyalahin jaringan.....,negatif
Aplikasih gk guna susah dapet driver sekali order driver tidak ditemukan padahal driver banyak di depan mata kepala sendiri.😕,negatif
Aplikasinya bagus sangat disayangkan drivernya banyak yang gak sesuai aturan amburadul tidak senonoh dan lebih parahnya kasar. Tidak ada tata kramanya,negatif
Aplikasinya gak ada promo...gak seru...gak kaya grab banyak promonyah...grab ajalah selamat tinggal......,negatif
Aplikasinya gampang di hack orang. Sudah bbrpa kali saga dpat tlpn gak jelas mau masuk ke akun saya.. jadi gak nyaman pake nya dan ketakutan..,negatif
Aplikasinya kenapa sering ngebug. Saya pasang alamat nya sesuai tapi yang masuk ke driver itu beda. Ini sangat merugikan,negatif
"Aplikasinya kenapa ya???? Kok saya gak bisa pesan goride dan servernya selalu padat , padahal jaringan bagus dan kuota masih ada.Tolong diperbaiki!!!!!",negatif
"Aplikasinya keren, tapi..ada banyak driver disekitar, malah dikasih yang jauh????",negatif
"Aplikasinya nge flash buat orderan sampe 3x, rugi bayar nya 2x gara2 mitra dan driver gx jelas.",negatif
"Aplikasinya ngga muncul petanya, dan selalu bertuliskan ""Gojek mengalami masalah dengan layanan Google Play. Coba lagi"" begitu mulu.. gimana ini? Padahal ku hapus cache google playnya",negatif
"Aplikasinya seribg berhenti sendiri, padahal sudah diuninstal lalu di indtal ulang, tapi tetap tidak bisa berjalan. Padahal saldo gopay masih ada",negatif
"Aplikasinya terlalu berat gila,,,,doveloper dan team IT nya pintar tapi bodoh,harusnya aplikasinya di buat ringan kyk aplikasi sebelah...",negatif
Aplikasix gak bsa digunakan..prmintaan ditolak trus..gila kali yah,negatif
"aplikator bangsat gua kesian sama driver banyak yg cerita kalau meren sehari cuman dapet 5, 10 orderan miris banget gua dengernya. Udh kalian semua custumer gojek pindah aja ke angkot lgi semua. Ingat gojek km klo gk ada driver lu gk akan maju seperti sekarang. azab akan menantimu di kemudian hari d...Ulasan Lengkap",negatif
"Aplikator ga bermutu,tidak memikirkan kesejahteraan mitra..cuma memikirkan keuntungan sepihak..mending tutup aja,dr pada bikin kebijakan tidak adil",negatif
"Aplikator karya anak bangsa,yg sudah berhasil membuat sebagian besar mitra nya mengeluh sepi..sampai 1 hari tidak dikasih oderan sama sekali.....inikan karya anak bangsa yg menyengsarakan mitranya sendiri",negatif
Aplikator tolong perhatikan kesejahteraan mitranya...kasihan potongan besar pendapatan mengecil...jangan seenaknya d3ngan mudah PM mereka...apalagi banyak driver mengeluh akun jadi gagu kalo offbid..kalo mereka sakit bagaimana...tolong diperhatikan ya ...,negatif
Apliksai anak bangsa sedang di perkosa . Membuat mitra seperti di kebiri,negatif
apliksi anak bangsa tp tdk adil buat para drivernya yg rajin2 dsepelehkn..dngn sistem pemerataan order... kelaut aja jek... contoh grab tuh...ttp makmur drivernya,negatif
Apliksi yg di atur sistem. Yg anyep banyak kasian. Sistem macam apa ini. Parahhhhhhh!!!! Sehari cuman dapat orderan 2 itu pun harus keliling dulu. Benerin dong jangan kata ada prioritas.,negatif
"Aplksi cm mngintungkn prshaan aja.. Tanpa. Memikirkn mitranya.. Kasihan tuh, driver2nya pada ngeluh.. Sprti kacang lpa kulitnya, klu ga ada mereka2 ga akn mngkn prshaan akn sperti ini.. Ntr lgi bakln ditinggal knsumen..",negatif
Aplnya error. Masa gak bisa dibatalin pesenannya,negatif
"App eror, selalu meminta hidupkan Gps. Dan Gps telah saya aktifkan. Namun munculan terus muncul kembali meminta menghidupkan Gps",negatif
"App gojek saya tidak bisa digunakan untuk order semua layanan gojek, sdh laporan ke cs tp malah disuruh order dgn hp lain padahal sy bisa order grab dgn hp yg sama",negatif
"app ini nipu kirain vc 12k untuk mimbel 20k ato 25k trnyata mimbel 65k 😭 mohon di kasih keterangan jek, biar pelanganmu gak pada nyesal pake appmu jek, trus mimbel 65k buat warga yg krang mampu gak kuat jek, itu kusus buat orang teratas jek mohon di perbarui jek",negatif
app nya bagus. sangat mbantu. tp harganya saat beli pulsa lewat gopulsa malah naik dr sbelumnya. harusnya bisa konsisten harganya. tgu kl harganya normal gw tambahin bintangx. Lbh sering pake aplikasi ovo buat bayar macem2. Dah lama gak pake gojek ini. Malah minta update ya. Haaa...,negatif
App nya ngebantu cuman perjalananya di batas ya ga bisa perjalanan jauh.. saran saya perjalanan nya jangan di batas supaya enak,negatif
Applikasi go instan error. Tolong tambahkan fitur konfirmasi ulang sblum driver mengantar kostumer. Baru kejadian driver tidak antar tp dapat uang karena pembayaran non tunai. Tolong perbaiki lagi applikasinya.,negatif
Applikasinya sekarang bohong bohongan. Saya pengguna setia dan sering memakainya. Belanja dengan mendapatkan Cashback lebih seringnya tidak bisa. Sudah di update juga sama saja. Jarang ada lagi voucher,negatif
Apus sistem pemerataan....ceo gaji nya di ratain aja sama OB mau ga... Sistem kentut,negatif
"Aq ganti 1 bintang dl. Aplikasi da d perbarui g malah bagus malah makin buruk. Aplikasi go car g bisa d buka, stiap buka lokasi lgsg balik k menu utama. Da dr awal tahun 2020 deh makin error. Pdhal update trs, quota jg ok. Perbaiki dong",negatif
"Argo buat para driver semakin murah, org kantor gojek bener2 sdh gk fair dlm hal ini.. tidak ada transparansi mohon di ulas kembali mengenai argo nya...",negatif
Argo gocar Rp 18.000 . Tp drivernya hanya dapat Rp 11.200. Besar amat potongan yg diambil PT.Gojeknya. kasian lihat drivernya,negatif
"Argo nya ko naik, tanpa ada sosialisasinya terlebih dahulu Sangat mengecewakan, sangat dirugikan Padahal saya pengguna setia, otomatis saya akan pindah ke kompetitor",negatif
"Argo yang tidak manusiawi,bonus yg tdk mungkin di kejar,gimana kejar 16 trip klo nunggu order 2 jam.",negatif
"asalam mualaikum gojeg ,kenapa yh makin kesini makin buruk saja pelayanan nya saya dapat gored dereper nya jauh banget,saya jadi telat berangkat ke kantor",negatif
Aseeemmm...bikin promo gak niat!!!!!,negatif
"Asli ga memuaskan banget. Saya download gojek biar bisa pake fitur gobox, eh ternyata pas dicoba gabisa mulu, katamya koneksi jelek. Padahal sinyal manteng banget",negatif
"Asli nya saya suka dan senang ada Gojek ini. Saya terbantu untuk mengantarkan paket, dan membelikan makanan. Dan yang sering saya lakukan adalah belanja lewat Gojek ini, pesan GOSHOP dan DERIVER MINTA DI BATALKAN. tp kenapa selalu akun saya yang di NONAKTIFKAN, bukan DERIVER nya. Kadang saya nunggu ...Ulasan Lengkap",negatif
"Asli saya kecewa dengan pelayanan CUSTOMER SERVICE GOJEK, KERJANYA KEBANYAKAN BERCANDA DAN GA BECUS MENANGANI PERMASALAHAN ANTARA DRIVER & CUSTOMER... tolonglah itu CS yang ga BECUS kerjanya PECAT2IN, HRD kalian dalam rekrut KARYAWAN bagaimana sih?? Kok bisa ya ada CS yg kerjanya ketawa2 pada saat n...Ulasan Lengkap",negatif
Aslidah malas banget pake ginian pas hujan gerimis kecil doang gak ada yang mau ambil drivernya sedangkan orang sudah mau telat. Pake aplikasi ini biar bisa tepat waktu malah memperlambat dan bikin orang telat parah akhirnya gak jadi berangkat karena sudah telat. Kurang profesional menurut saya,negatif
Assallamualaikum..pt gojek indonesia yg terhormat Apa kalian tidak merasakan nasib driver yg perih sakit dijalanan Mereka mengais rezeki demi anak istri di rumah Sedangkan kalian enak duduk di ruangan ac yg nyaman dan tenang.. Para driver gojek berjam jam nunggu order mereka rela keujanan kepanasan ...Ulasan Lengkap,negatif
"Asu drivernya suka marah"" pdhal cma gegara gk sngaja ke pencet jdi 2 pesenan pdhl saya udh bayar 2 2 nya tpi ttp aja ngomongnga kasar gk punya tata krama saya tdinya gk mau naik tpi ud tlanjur bayar dluan sya dsuruh bayar 2 driver sbelum sampai tuujuan",negatif
Awal mula nya kasih bintang 5 tapi karna skr sudah gak bagus lagi. Padahal saya pengguna aktif. Jjur saja driver nya pun juga bingung karna sya kasih liad bukti d gopay dapat diskon 4000 tapi saat selesai pembayaran tidak ada diskon itu dan terpotong ssuai harga. Kalau gk mau kasih diskon ngpn tertu...Ulasan Lengkap,negatif
"Awal nya sngat terbantu dengan ada nya aplikasi gojek ,tapi semakin sering di gunakan tarif semakin mahal ,pernah ak coba2 pesen gojek ke mini market deket rumah tapi tarif nya sama mahal nya dngn tujuan ke tempat kerja ku yg lumayan jauh",negatif
"Awalnya aplikasi sgt membantu, sangat disayangkan PT GI tidak profesional dalam melakukan kebijakan tarif goride yang naik berlipat ganda, disetarakannya tarif di seluruh indonesia yg mana upah minimum rakyat di indonesia berbeda beda setiap kotanya.. Harusnya PT GI bisa mencocokan tarif disetiap ko...Ulasan Lengkap",negatif
"awalnya bagus sekarang gk bisa pesen gored entah dengan yang lain, tadinya saya kira cuma perlu pembaruan apl setelah di perbarui ternysta sama aja, sudah saya hps downlod lagi masih gk bisa, percuma punya apl gk guna mending saya hapus",negatif
Awalnya puas dengan gojek. Tapi ini parah sih hari ini pesen gojek sekali terus pas udah diperjalanan sama driver ini eh ada driver lain telpon udah nungguin saya??? Masa sekali order jadi 2x order dalam 1 waktu?? Kata driver yg lagi bawa saya ini kejadian gak sekali duakali... Dan jadi gak enak kar...Ulasan Lengkap,negatif
"Ayo kita uninstall aplikasi ini, saya sudah dikecewakan, service not excellent, hayu ke ke grab aja banyak promo",negatif
"Bad. Sekarang gk ada bedanya bayar tunai atau pakai gopay, masih mending dlu selisih 1000 atau 2ribu rupiah.",negatif
"Bagaimana cara komplain makanan atau gofood ???? Kita konsumen dirugikan,.",negatif
